movie_id,title,movie_encoded
840,Last Man Standing (1996),839
841,"Glimmer Man, The (1996)",840
842,Pollyanna (1960),841
843,"Shaggy Dog, The (1959)",842
844,Freeway (1996),843
845,That Thing You Do! (1996),844
846,To Gillian on Her 37th Birthday (1996),845
847,Looking for Richard (1996),846
848,"Murder, My Sweet (1944)",847
849,Days of Thunder (1990),848
850,"Perfect Candidate, A (1996)",849
851,Two or Three Things I Know About Her (1966),850
852,"Bloody Child, The (1996)",851
853,Braindead (1992),852
854,Bad Taste (1987),853
855,Diva (1981),854
856,Night on Earth (1991),855
857,Paris Was a Woman (1995),856
858,Amityville: Dollhouse (1996),857
859,April Fool's Day (1986),858
860,"Believers, The (1987)",859
861,Nosferatu a Venezia (1986),860
862,Jingle All the Way (1996),861
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",862
864,My Fellow Americans (1996),863
865,"Ice Storm, The (1997)",864
866,Michael (1996),865
867,"Whole Wide World, The (1996)",866
868,Hearts and Minds (1996),867
869,Fools Rush In (1997),868
870,Touch (1997),869
871,Vegas Vacation (1997),870
872,Love Jones (1997),871
873,Picture Perfect (1997),872
874,Career Girls (1997),873
875,She's So Lovely (1997),874
876,Money Talks (1997),875
877,Excess Baggage (1997),876
878,That Darn Cat! (1997),877
879,"Peacemaker, The (1997)",878
880,Soul Food (1997),879
881,Money Talks (1997),880
882,Washington Square (1997),881
883,Telling Lies in America (1997),882
884,Year of the Horse (1997),883
885,Phantoms (1998),884
886,"Life Less Ordinary, A (1997)",885
887,Eve's Bayou (1997),886
888,One Night Stand (1997),887
889,"Tango Lesson, The (1997)",888
890,Mortal Kombat: Annihilation (1997),889
891,Bent (1997),890
892,Flubber (1997),891
893,For Richer or Poorer (1997),892
894,Home Alone 3 (1997),893
895,Scream 2 (1997),894
896,"Sweet Hereafter, The (1997)",895
897,Time Tracers (1995),896
898,"Postman, The (1997)",897
899,"Winter Guest, The (1997)",898
900,Kundun (1997),899
901,Mr. Magoo (1997),900
902,"Big Lebowski, The (1998)",901
903,Afterglow (1997),902
904,Ma vie en rose (My Life in Pink) (1997),903
905,Great Expectations (1998),904
906,Oscar & Lucinda (1997),905
907,Vermin (1998),906
908,Half Baked (1998),907
909,Dangerous Beauty (1998),908
910,Nil By Mouth (1997),909
911,Twilight (1998),910
912,U.S. Marshalls (1998),911
913,Love and Death on Long Island (1997),912
914,Wild Things (1998),913
915,Primary Colors (1998),914
916,Lost in Space (1998),915
917,Mercury Rising (1998),916
918,City of Angels (1998),917
919,"City of Lost Children, The (1995)",918
920,Two Bits (1995),919
921,Farewell My Concubine (1993),920
922,Dead Man (1995),921
923,Raise the Red Lantern (1991),922
924,White Squall (1996),923
925,Unforgettable (1996),924
926,Down Periscope (1996),925
927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",926
928,"Craft, The (1996)",927
929,Harriet the Spy (1996),928
930,Chain Reaction (1996),929
931,"Island of Dr. Moreau, The (1996)",930
932,First Kid (1996),931
933,"Funeral, The (1996)",932
934,"Preacher's Wife, The (1996)",933
935,Paradise Road (1997),934
936,Brassed Off (1996),935
937,"Thousand Acres, A (1997)",936
938,"Smile Like Yours, A (1997)",937
939,Murder in the First (1995),938
940,Airheads (1994),939
941,With Honors (1994),940
942,What's Love Got to Do with It (1993),941
943,Killing Zoe (1994),942
944,Renaissance Man (1994),943
945,Charade (1963),944
946,"Fox and the Hound, The (1981)",945
947,"Big Blue, The (Grand bleu, Le) (1988)",946
948,Booty Call (1997),947
949,How to Make an American Quilt (1995),948
950,Georgia (1995),949
951,"Indian in the Cupboard, The (1995)",950
952,Blue in the Face (1995),951
953,Unstrung Heroes (1995),952
954,Unzipped (1995),953
955,Before Sunrise (1995),954
956,Nobody's Fool (1994),955
957,Pushing Hands (1992),956
958,To Live (Huozhe) (1994),957
959,Dazed and Confused (1993),958
960,Naked (1993),959
961,Orlando (1993),960
962,Ruby in Paradise (1993),961
963,Some Folks Call It a Sling Blade (1993),962
964,"Month by the Lake, A (1995)",963
965,Funny Face (1957),964
966,"Affair to Remember, An (1957)",965
967,Little Lord Fauntleroy (1936),966
968,"Inspector General, The (1949)",967
969,Winnie the Pooh and the Blustery Day (1968),968
970,Hear My Song (1991),969
971,Mediterraneo (1991),970
972,Passion Fish (1992),971
973,Grateful Dead (1995),972
974,Eye for an Eye (1996),973
975,Fear (1996),974
976,Solo (1996),975
977,"Substitute, The (1996)",976
978,Heaven's Prisoners (1996),977
979,"Trigger Effect, The (1996)",978
980,Mother Night (1996),979
981,Dangerous Ground (1997),980
982,Maximum Risk (1996),981
983,"Rich Man's Wife, The (1996)",982
984,Shadow Conspiracy (1997),983
985,Blood & Wine (1997),984
986,Turbulence (1997),985
987,Underworld (1997),986
988,"Beautician and the Beast, The (1997)",987
989,Cats Don't Dance (1997),988
990,Anna Karenina (1997),989
991,Keys to Tulsa (1997),990
992,Head Above Water (1996),991
993,Hercules (1997),992
994,"Last Time I Committed Suicide, The (1997)",993
995,"Kiss Me, Guido (1997)",994
996,"Big Green, The (1995)",995
997,Stuart Saves His Family (1995),996
998,Cabin Boy (1994),997
999,Clean Slate (1994),998
1000,Lightning Jack (1994),999
1001,"Stupids, The (1996)",1000
1002,"Pest, The (1997)",1001
1003,That Darn Cat! (1997),1002
1004,Geronimo: An American Legend (1993),1003
1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",1004
1006,Until the End of the World (Bis ans Ende der Welt) (1991),1005
1007,Waiting for Guffman (1996),1006
1008,I Shot Andy Warhol (1996),1007
1009,Stealing Beauty (1996),1008
1010,Basquiat (1996),1009
1011,2 Days in the Valley (1996),1010
1012,Private Parts (1997),1011
1013,Anaconda (1997),1012
1014,Romy and Michele's High School Reunion (1997),1013
1015,Shiloh (1997),1014
1016,Con Air (1997),1015
1017,Trees Lounge (1996),1016
1018,Tie Me Up! Tie Me Down! (1990),1017
1019,"Die xue shuang xiong (Killer, The) (1989)",1018
1020,Gaslight (1944),1019
1021,8 1/2 (1963),1020
1022,"Fast, Cheap & Out of Control (1997)",1021
1023,Fathers' Day (1997),1022
1024,Mrs. Dalloway (1997),1023
1025,Fire Down Below (1997),1024
1026,"Lay of the Land, The (1997)",1025
1027,"Shooter, The (1995)",1026
1028,Grumpier Old Men (1995),1027
1029,Jury Duty (1995),1028
1030,"Beverly Hillbillies, The (1993)",1029
1031,Lassie (1994),1030
1032,Little Big League (1994),1031
1033,Homeward Bound II: Lost in San Francisco (1996),1032
1034,"Quest, The (1996)",1033
1035,Cool Runnings (1993),1034
1036,Drop Dead Fred (1991),1035
1037,Grease 2 (1982),1036
1038,Switchback (1997),1037
1039,Hamlet (1996),1038
1040,Two if by Sea (1996),1039
1041,Forget Paris (1995),1040
1042,Just Cause (1995),1041
1043,Rent-a-Kid (1995),1042
1044,"Paper, The (1994)",1043
1045,Fearless (1993),1044
1046,Malice (1993),1045
1047,Multiplicity (1996),1046
1048,She's the One (1996),1047
1049,House Arrest (1996),1048
1050,"Ghost and Mrs. Muir, The (1947)",1049
1051,"Associate, The (1996)",1050
1052,Dracula: Dead and Loving It (1995),1051
1053,Now and Then (1995),1052
1054,Mr. Wrong (1996),1053
1055,"Simple Twist of Fate, A (1994)",1054
1056,Cronos (1992),1055
1057,"Pallbearer, The (1996)",1056
1058,"War, The (1994)",1057
1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),1058
1060,"Adventures of Pinocchio, The (1996)",1059
1061,"Evening Star, The (1996)",1060
1062,Four Days in September (1997),1061
1063,"Little Princess, A (1995)",1062
1064,Crossfire (1947),1063
1065,Koyaanisqatsi (1983),1064
1066,Balto (1995),1065
1067,Bottle Rocket (1996),1066
1068,"Star Maker, The (Uomo delle stelle, L') (1995)",1067
1069,Amateur (1994),1068
1070,Living in Oblivion (1995),1069
1071,Party Girl (1995),1070
1072,"Pyromaniac's Love Story, A (1995)",1071
1073,Shallow Grave (1994),1072
1074,Reality Bites (1994),1073
1075,"Man of No Importance, A (1994)",1074
1076,"Pagemaster, The (1994)",1075
1077,Love and a .45 (1994),1076
1078,Oliver & Company (1988),1077
1079,Joe's Apartment (1996),1078
1080,Celestial Clockwork (1994),1079
1081,Curdled (1996),1080
1082,Female Perversions (1996),1081
1083,Albino Alligator (1996),1082
1084,Anne Frank Remembered (1995),1083
1085,Carried Away (1996),1084
1086,It's My Party (1995),1085
1087,Bloodsport 2 (1995),1086
1088,Double Team (1997),1087
1089,Speed 2: Cruise Control (1997),1088
1090,Sliver (1993),1089
1091,Pete's Dragon (1977),1090
1092,Dear God (1996),1091
1093,Live Nude Girls (1995),1092
1094,"Thin Line Between Love and Hate, A (1996)",1093
1095,High School High (1996),1094
1096,Commandments (1997),1095
1097,"Hate (Haine, La) (1995)",1096
1098,Flirting With Disaster (1996),1097
1099,"Red Firecracker, Green Firecracker (1994)",1098
1100,What Happened Was... (1994),1099
1101,Six Degrees of Separation (1993),1100
1102,Two Much (1996),1101
1103,Trust (1990),1102
1104,C'est arrivé près de chez vous (1992),1103
1105,Firestorm (1998),1104
1106,"Newton Boys, The (1998)",1105
1107,Beyond Rangoon (1995),1106
1108,Feast of July (1995),1107
1109,Death and the Maiden (1994),1108
1110,Tank Girl (1995),1109
1111,Double Happiness (1994),1110
1112,Cobb (1994),1111
1113,Mrs. Parker and the Vicious Circle (1994),1112
1114,Faithful (1996),1113
1115,Twelfth Night (1996),1114
1116,"Mark of Zorro, The (1940)",1115
1117,Surviving Picasso (1996),1116
1118,Up in Smoke (1978),1117
1119,Some Kind of Wonderful (1987),1118
1120,I'm Not Rappaport (1996),1119
1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",1120
1122,They Made Me a Criminal (1939),1121
1123,"Last Time I Saw Paris, The (1954)",1122
1124,"Farewell to Arms, A (1932)",1123
1125,"Innocents, The (1961)",1124
1126,"Old Man and the Sea, The (1958)",1125
1127,"Truman Show, The (1998)",1126
1128,Heidi Fleiss: Hollywood Madam (1995) ,1127
1129,Chungking Express (1994),1128
1130,Jupiter's Wife (1994),1129
1131,Safe (1995),1130
1132,Feeling Minnesota (1996),1131
1133,Escape to Witch Mountain (1975),1132
1134,Get on the Bus (1996),1133
1135,"Doors, The (1991)",1134
1136,Ghosts of Mississippi (1996),1135
1137,Beautiful Thing (1996),1136
1138,Best Men (1997),1137
1139,Hackers (1995),1138
1140,"Road to Wellville, The (1994)",1139
1141,"War Room, The (1993)",1140
1142,When We Were Kings (1996),1141
1143,Hard Eight (1996),1142
1144,"Quiet Room, The (1996)",1143
1145,Blue Chips (1994),1144
1146,Calendar Girl (1993),1145
1147,My Family (1995),1146
1148,Tom & Viv (1994),1147
1149,Walkabout (1971),1148
1150,Last Dance (1996),1149
1151,Original Gangstas (1996),1150
1152,In Love and War (1996),1151
1153,Backbeat (1993),1152
1154,Alphaville (1965),1153
1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",1154
1156,Cyclo (1995),1155
1157,"Relic, The (1997)",1156
1158,"Fille seule, La (A Single Girl) (1995)",1157
1159,Stalker (1979),1158
1160,Love! Valour! Compassion! (1997),1159
1161,Palookaville (1996),1160
1162,Phat Beach (1996),1161
1163,"Portrait of a Lady, The (1996)",1162
1164,Zeus and Roxanne (1997),1163
1165,Big Bully (1996),1164
1166,Love & Human Remains (1993),1165
1167,"Sum of Us, The (1994)",1166
1168,Little Buddha (1993),1167
1169,Fresh (1994),1168
1170,Spanking the Monkey (1994),1169
1171,Wild Reeds (1994),1170
1172,"Women, The (1939)",1171
1173,Bliss (1997),1172
1174,Caught (1996),1173
1175,Hugo Pool (1997),1174
1176,Welcome To Sarajevo (1997),1175
1177,Dunston Checks In (1996),1176
1178,Major Payne (1994),1177
1179,Man of the House (1995),1178
1180,I Love Trouble (1994),1179
1181,"Low Down Dirty Shame, A (1994)",1180
1182,Cops and Robbersons (1994),1181
1183,"Cowboy Way, The (1994)",1182
1184,"Endless Summer 2, The (1994)",1183
1185,In the Army Now (1994),1184
1186,"Inkwell, The (1994)",1185
1187,Switchblade Sisters (1975),1186
1188,Young Guns II (1990),1187
1189,Prefontaine (1997),1188
1190,That Old Feeling (1997),1189
1191,"Letter From Death Row, A (1998)",1190
1192,"Boys of St. Vincent, The (1993)",1191
1193,Before the Rain (Pred dozhdot) (1994),1192
1194,Once Were Warriors (1994),1193
1195,Strawberry and Chocolate (Fresa y chocolate) (1993),1194
1196,"Savage Nights (Nuits fauves, Les) (1992)",1195
1197,"Family Thing, A (1996)",1196
1198,Purple Noon (1960),1197
1199,Cemetery Man (Dellamorte Dellamore) (1994),1198
1200,Kim (1950),1199
1201,Marlene Dietrich: Shadow and Light (1996) ,1200
1202,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",1201
1203,Top Hat (1935),1202
1204,To Be or Not to Be (1942),1203
1205,"Secret Agent, The (1996)",1204
1206,Amos & Andrew (1993),1205
1207,Jade (1995),1206
1208,Kiss of Death (1995),1207
1209,Mixed Nuts (1994),1208
1210,Virtuosity (1995),1209
1211,Blue Sky (1994),1210
1212,Flesh and Bone (1993),1211
1213,Guilty as Sin (1993),1212
1214,In the Realm of the Senses (Ai no corrida) (1976),1213
1215,Barb Wire (1996),1214
1216,Kissed (1996),1215
1217,Assassins (1995),1216
1218,Friday (1995),1217
1219,"Goofy Movie, A (1995)",1218
1220,Higher Learning (1995),1219
1221,When a Man Loves a Woman (1994),1220
1222,Judgment Night (1993),1221
1223,King of the Hill (1993),1222
1224,"Scout, The (1994)",1223
1225,Angus (1995),1224
1226,Night Falls on Manhattan (1997),1225
1227,"Awfully Big Adventure, An (1995)",1226
1228,Under Siege 2: Dark Territory (1995),1227
1229,Poison Ivy II (1995),1228
1230,Ready to Wear (Pret-A-Porter) (1994),1229
1231,Marked for Death (1990),1230
1232,Madonna: Truth or Dare (1991),1231
1233,Nénette et Boni (1996),1232
1234,Chairman of the Board (1998),1233
1235,"Big Bang Theory, The (1994)",1234
1236,"Other Voices, Other Rooms (1997)",1235
1237,Twisted (1996),1236
1238,Full Speed (1996),1237
1239,Cutthroat Island (1995),1238
1240,Ghost in the Shell (Kokaku kidotai) (1995),1239
1241,"Van, The (1996)",1240
1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",1241
1243,Night Flier (1997),1242
1244,Metro (1997),1243
1245,Gridlock'd (1997),1244
1246,Bushwhacked (1995),1245
1247,Bad Girls (1994),1246
1248,Blink (1994),1247
1249,For Love or Money (1993),1248
1250,Best of the Best 3: No Turning Back (1995),1249
1251,A Chef in Love (1996),1250
1252,"Contempt (Mépris, Le) (1963)",1251
1253,"Tie That Binds, The (1995)",1252
1254,Gone Fishin' (1997),1253
1255,Broken English (1996),1254
1256,"Designated Mourner, The (1997)",1255
1257,"Designated Mourner, The (1997)",1256
1258,Trial and Error (1997),1257
1259,Pie in the Sky (1995),1258
1260,Total Eclipse (1995),1259
1261,"Run of the Country, The (1995)",1260
1262,Walking and Talking (1996),1261
1263,Foxfire (1996),1262
1264,Nothing to Lose (1994),1263
1265,Star Maps (1997),1264
1266,Bread and Chocolate (Pane e cioccolata) (1973),1265
1267,Clockers (1995),1266
1268,Bitter Moon (1992),1267
1269,Love in the Afternoon (1957),1268
1270,Life with Mikey (1993),1269
1271,North (1994),1270
1272,Talking About Sex (1994),1271
1273,Color of Night (1994),1272
1274,Robocop 3 (1993),1273
1275,Killer (Bulletproof Heart) (1994),1274
1276,Sunset Park (1996),1275
1277,Set It Off (1996),1276
1278,Selena (1997),1277
1279,Wild America (1997),1278
1280,Gang Related (1997),1279
1281,Manny & Lo (1996),1280
1282,"Grass Harp, The (1995)",1281
1283,Out to Sea (1997),1282
1284,Before and After (1996),1283
1285,Princess Caraboo (1994),1284
1286,Shall We Dance? (1937),1285
1287,Ed (1996),1286
1288,Denise Calls Up (1995),1287
1289,Jack and Sarah (1995),1288
1290,Country Life (1994),1289
1291,Celtic Pride (1996),1290
1292,"Simple Wish, A (1997)",1291
1293,Star Kid (1997),1292
1294,Ayn Rand: A Sense of Life (1997),1293
1295,Kicked in the Head (1997),1294
1296,Indian Summer (1996),1295
1297,Love Affair (1994),1296
1298,"Band Wagon, The (1953)",1297
1299,Penny Serenade (1941),1298
1300,'Til There Was You (1997),1299
1301,Stripes (1981),1300
1302,Late Bloomers (1996),1301
1303,"Getaway, The (1994)",1302
1304,New York Cop (1996),1303
1305,National Lampoon's Senior Trip (1995),1304
1306,Delta of Venus (1994),1305
1307,Carmen Miranda: Bananas Is My Business (1994),1306
1308,Babyfever (1994),1307
1309,"Very Natural Thing, A (1974)",1308
1310,"Walk in the Sun, A (1945)",1309
1311,Waiting to Exhale (1995),1310
1312,"Pompatus of Love, The (1996)",1311
1313,Palmetto (1998),1312
1314,Surviving the Game (1994),1313
1315,Inventing the Abbotts (1997),1314
1316,"Horse Whisperer, The (1998)",1315
1317,"Journey of August King, The (1995)",1316
1318,Catwalk (1995),1317
1319,"Neon Bible, The (1995)",1318
1320,Homage (1995),1319
1321,Open Season (1996),1320
1322,Metisse (Café au Lait) (1993),1321
1323,"Wooden Man's Bride, The (Wu Kui) (1994)",1322
1324,Loaded (1994),1323
1325,August (1996),1324
1326,Boys (1996),1325
1327,Captives (1994),1326
1328,Of Love and Shadows (1994),1327
1329,"Low Life, The (1994)",1328
1330,An Unforgettable Summer (1994),1329
1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",1330
1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),1331
1333,Midnight Dancers (Sibak) (1994),1332
1334,Somebody to Love (1994),1333
1335,American Buffalo (1996),1334
1336,Kazaam (1996),1335
1337,Larger Than Life (1996),1336
1338,Two Deaths (1995),1337
1339,Stefano Quantestorie (1993),1338
1340,"Crude Oasis, The (1995)",1339
1341,Hedd Wyn (1992),1340
1342,"Convent, The (Convento, O) (1995)",1341
1343,Lotto Land (1995),1342
1344,"Story of Xinghua, The (1993)",1343
1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",1344
1346,Dingo (1992),1345
1347,"Ballad of Narayama, The (Narayama Bushiko) (1958)",1346
1348,Every Other Weekend (1990),1347
1349,Mille bolle blu (1993),1348
1350,Crows and Sparrows (1949),1349
1351,Lover's Knot (1996),1350
1352,Shadow of Angels (Schatten der Engel) (1976),1351
1353,1-900 (1994),1352
1354,Venice/Venice (1992),1353
1355,Infinity (1996),1354
1356,Ed's Next Move (1996),1355
1357,For the Moment (1994),1356
1358,The Deadly Cure (1996),1357
1359,Boys in Venice (1996),1358
1360,"Sexual Life of the Belgians, The (1994)",1359
1361,"Search for One-eye Jimmy, The (1996)",1360
1362,American Strays (1996),1361
1363,"Leopard Son, The (1996)",1362
1364,Bird of Prey (1996),1363
1365,Johnny 100 Pesos (1993),1364
1366,JLG/JLG - autoportrait de décembre (1994),1365
1367,Faust (1994),1366
1368,Mina Tannenbaum (1994),1367
1369,"Forbidden Christ, The (Cristo proibito, Il) (1950)",1368
1370,I Can't Sleep (J'ai pas sommeil) (1994),1369
1371,"Machine, The (1994)",1370
1372,"Stranger, The (1994)",1371
1373,Good Morning (1971),1372
1374,Falling in Love Again (1980),1373
1375,"Cement Garden, The (1993)",1374
1376,Meet Wally Sparks (1997),1375
1377,Hotel de Love (1996),1376
1378,Rhyme & Reason (1997),1377
1379,Love and Other Catastrophes (1996),1378
1380,Hollow Reed (1996),1379
1381,Losing Chase (1996),1380
1382,"Bonheur, Le (1965)",1381
1383,"Second Jungle Book: Mowgli & Baloo, The (1997)",1382
1384,Squeeze (1996),1383
1385,Roseanna's Grave (For Roseanna) (1997),1384
1386,Tetsuo II: Body Hammer (1992),1385
1387,Fall (1997),1386
1388,Gabbeh (1996),1387
1389,Mondo (1996),1388
1390,"Innocent Sleep, The (1995)",1389
1391,For Ever Mozart (1996),1390
1392,"Locusts, The (1997)",1391
1393,Stag (1997),1392
1394,Swept from the Sea (1997),1393
1395,Hurricane Streets (1998),1394
1396,Stonewall (1995),1395
1397,Of Human Bondage (1934),1396
1398,Anna (1996),1397
1399,Stranger in the House (1997),1398
1400,Picture Bride (1995),1399
1401,M. Butterfly (1993),1400
1402,"Ciao, Professore! (1993)",1401
1403,Caro Diario (Dear Diary) (1994),1402
1404,Withnail and I (1987),1403
1405,Boy's Life 2 (1997),1404
1406,When Night Is Falling (1995),1405
1407,"Specialist, The (1994)",1406
1408,Gordy (1995),1407
1409,"Swan Princess, The (1994)",1408
1410,Harlem (1993),1409
1411,Barbarella (1968),1410
1412,Land Before Time III: The Time of the Great Giving (1995) (V),1411
1413,Street Fighter (1994),1412
1414,Coldblooded (1995),1413
1415,"Next Karate Kid, The (1994)",1414
1416,No Escape (1994),1415
1417,"Turning, The (1992)",1416
1418,"Joy Luck Club, The (1993)",1417
1419,Highlander III: The Sorcerer (1994),1418
1420,Gilligan's Island: The Movie (1998),1419
1421,My Crazy Life (Mi vida loca) (1993),1420
1422,Suture (1993),1421
1423,"Walking Dead, The (1995)",1422
1424,I Like It Like That (1994),1423
1425,I'll Do Anything (1994),1424
1426,Grace of My Heart (1996),1425
1427,Drunks (1995),1426
1428,SubUrbia (1997),1427
1429,Sliding Doors (1998),1428
1430,Ill Gotten Gains (1997),1429
1431,Legal Deceit (1997),1430
1432,"Mighty, The (1998)",1431
1433,Men of Means (1998),1432
1434,Shooting Fish (1997),1433
1435,"Steal Big, Steal Little (1995)",1434
1436,Mr. Jones (1993),1435
1437,House Party 3 (1994),1436
1438,Panther (1995),1437
1439,Jason's Lyric (1994),1438
1440,Above the Rim (1994),1439
1441,Moonlight and Valentino (1995),1440
1442,"Scarlet Letter, The (1995)",1441
1443,8 Seconds (1994),1442
1444,That Darn Cat! (1965),1443
1445,Ladybird Ladybird (1994),1444
1446,"Bye Bye, Love (1995)",1445
1447,Century (1993),1446
1448,My Favorite Season (1993),1447
1449,Pather Panchali (1955),1448
1450,Golden Earrings (1947),1449
1451,Foreign Correspondent (1940),1450
1452,Lady of Burlesque (1943),1451
1453,Angel on My Shoulder (1946),1452
1454,Angel and the Badman (1947),1453
1455,"Outlaw, The (1943)",1454
1456,Beat the Devil (1954),1455
1457,Love Is All There Is (1996),1456
1458,"Damsel in Distress, A (1937)",1457
1459,Madame Butterfly (1995),1458
1460,Sleepover (1995),1459
1461,Here Comes Cookie (1935),1460
1462,"Thieves (Voleurs, Les) (1996)",1461
1463,"Boys, Les (1997)",1462
1464,"Stars Fell on Henrietta, The (1995)",1463
1465,Last Summer in the Hamptons (1995),1464
1466,Margaret's Museum (1995),1465
1467,"Saint of Fort Washington, The (1993)",1466
1468,"Cure, The (1995)",1467
1469,Tom and Huck (1995),1468
1470,Gumby: The Movie (1995),1469
1471,Hideaway (1995),1470
1472,"Visitors, The (Visiteurs, Les) (1993)",1471
1473,"Little Princess, The (1939)",1472
1474,Nina Takes a Lover (1994),1473
1475,Bhaji on the Beach (1993),1474
1476,Raw Deal (1948),1475
1477,Nightwatch (1997),1476
1478,Dead Presidents (1995),1477
1479,Reckless (1995),1478
1480,Herbie Rides Again (1974),1479
1481,S.F.W. (1994),1480
1482,"Gate of Heavenly Peace, The (1995)",1481
1483,"Man in the Iron Mask, The (1998)",1482
1484,"Jerky Boys, The (1994)",1483
1485,"Colonel Chabert, Le (1994)",1484
1486,Girl in the Cadillac (1995),1485
1487,Even Cowgirls Get the Blues (1993),1486
1488,Germinal (1993),1487
1489,Chasers (1994),1488
1490,Fausto (1993),1489
1491,Tough and Deadly (1995),1490
1492,Window to Paris (1994),1491
1493,"Modern Affair, A (1995)",1492
1494,"Mostro, Il (1994)",1493
1495,Flirt (1995),1494
1496,Carpool (1996),1495
1497,"Line King: Al Hirschfeld, The (1996)",1496
1498,Farmer & Chase (1995),1497
1499,Grosse Fatigue (1994),1498
1500,Santa with Muscles (1996),1499
1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996),1500
1502,Naked in New York (1994),1501
1503,Gold Diggers: The Secret of Bear Mountain (1995),1502
1504,"Bewegte Mann, Der (1994)",1503
1505,Killer: A Journal of Murder (1995),1504
1506,Nelly & Monsieur Arnaud (1995),1505
1507,Three Lives and Only One Death (1996),1506
1508,"Babysitter, The (1995)",1507
1509,Getting Even with Dad (1994),1508
1510,Mad Dog Time (1996),1509
1511,Children of the Revolution (1996),1510
1512,"World of Apu, The (Apur Sansar) (1959)",1511
1513,Sprung (1997),1512
1514,Dream With the Fishes (1997),1513
1515,Wings of Courage (1995),1514
1516,"Wedding Gift, The (1994)",1515
1517,Race the Sun (1996),1516
1518,Losing Isaiah (1995),1517
1519,New Jersey Drive (1995),1518
1520,"Fear, The (1995)",1519
1521,Mr. Wonderful (1993),1520
1522,Trial by Jury (1994),1521
1523,"Good Man in Africa, A (1994)",1522
1524,Kaspar Hauser (1993),1523
1525,"Object of My Affection, The (1998)",1524
1526,Witness (1985),1525
1527,Senseless (1998),1526
1528,Nowhere (1997),1527
1529,Underground (1995),1528
1530,Jefferson in Paris (1995),1529
1531,Far From Home: The Adventures of Yellow Dog (1995),1530
1532,Foreign Student (1994),1531
1533,I Don't Want to Talk About It (De eso no se habla) (1993),1532
1534,Twin Town (1997),1533
1535,"Enfer, L' (1994)",1534
1536,Aiqing wansui (1994),1535
1537,Cosi (1996),1536
1538,All Over Me (1997),1537
1539,Being Human (1993),1538
1540,"Amazing Panda Adventure, The (1995)",1539
1541,"Beans of Egypt, Maine, The (1994)",1540
1542,"Scarlet Letter, The (1926)",1541
1543,Johns (1996),1542
1544,It Takes Two (1995),1543
1545,Frankie Starlight (1995),1544
1546,Shadows (Cienie) (1988),1545
1547,"Show, The (1995)",1546
1548,The Courtyard (1995),1547
1549,Dream Man (1995),1548
1550,Destiny Turns on the Radio (1995),1549
1551,"Glass Shield, The (1994)",1550
1552,"Hunted, The (1995)",1551
1553,"Underneath, The (1995)",1552
1554,Safe Passage (1994),1553
1555,"Secret Adventures of Tom Thumb, The (1993)",1554
1556,Condition Red (1995),1555
1557,Yankee Zulu (1994),1556
1558,Aparajito (1956),1557
1559,Hostile Intentions (1994),1558
1560,Clean Slate (Coup de Torchon) (1981),1559
1561,Tigrero: A Film That Was Never Made (1994),1560
1562,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",1561
1563,"Promise, The (Versprechen, Das) (1994)",1562
1564,To Cross the Rubicon (1991),1563
1565,Daens (1992),1564
1566,"Man from Down Under, The (1943)",1565
1567,Careful (1992),1566
1568,Vermont Is For Lovers (1992),1567
1569,"Vie est belle, La (Life is Rosey) (1987)",1568
1570,Quartier Mozart (1992),1569
1571,Touki Bouki (Journey of the Hyena) (1973),1570
1572,Wend Kuuni (God's Gift) (1982),1571
1573,Spirits of the Dead (Tre passi nel delirio) (1968),1572
1574,Pharaoh's Army (1995),1573
1575,"I, Worst of All (Yo, la peor de todas) (1990)",1574
1576,"Hungarian Fairy Tale, A (1987)",1575
1577,"Death in the Garden (Mort en ce jardin, La) (1956)",1576
1578,"Collectionneuse, La (1967)",1577
1579,Baton Rouge (1988),1578
1580,Liebelei (1933),1579
1581,"Woman in Question, The (1950)",1580
1582,T-Men (1947),1581
1583,"Invitation, The (Zaproszenie) (1986)",1582
1584,"Symphonie pastorale, La (1946)",1583
1585,American Dream (1990),1584
1586,Lashou shentan (1992),1585
1587,Terror in a Texas Town (1958),1586
1588,Salut cousin! (1996),1587
1589,Schizopolis (1996),1588
1590,"To Have, or Not (1995)",1589
1591,Duoluo tianshi (1995),1590
1592,"Magic Hour, The (1998)",1591
1593,Death in Brunswick (1991),1592
1594,Everest (1998),1593
1595,Shopping (1994),1594
1596,Nemesis 2: Nebula (1995),1595
1597,Romper Stomper (1992),1596
1598,City of Industry (1997),1597
1599,Someone Else's America (1995),1598
